Lab nr.	Matrix	Rapp.frist 01.02.21   Prøvested	LIMS NR	Unit1	Unit2	Unit3	Label	Data	Data>LOQ	LOQ	Unit	HalfLOD	Det_freq
20/2087	Sild		NR-2020-08515	ng/g	ug/g	ng/g	PCB-37	"0,0165"	"0,0165"		ng/g	"0,0165"	>LOQ
20/2087	Sild		NR-2020-08515	ng/g	ug/g	ng/g	Sum-TriCB	"2,63"	"2,63"		ng/g	"2,63"	>LOQ
20/2087	Sild		NR-2020-08515	ng/g	ug/g	ng/g	PCB-47	"2,36"	"2,36"		ng/g	"2,36"	>LOQ
20/2087	Sild		NR-2020-08515	ng/g	ug/g	ng/g	PCB-52	"4,21"	"4,21"		ng/g	"4,21"	>LOQ
20/2087	Sild		NR-2020-08515	ng/g	ug/g	ng/g	PCB-66	"4,28"	"4,28"		ng/g	"4,28"	>LOQ
20/2087	Sild		NR-2020-08515	ng/g	ug/g	ng/g	PCB-74	"2,61"	"2,61"		ng/g	"2,61"	>LOQ
20/2087	Sild		NR-2020-08515	ng/g	ug/g	ng/g	Sum-TetCB	"26,2"	"26,2"		ng/g	"26,2"	>LOQ
20/2087	Sild		NR-2020-08515	ng/g	ug/g	ng/g	PCB-99	"7,94"	"7,94"		ng/g	"7,94"	>LOQ
20/2087	Sild		NR-2020-08515	ng/g	ug/g	ng/g	PCB-101	"10,2"	"10,2"		ng/g	"10,2"	>LOQ
20/2087	Sild		NR-2020-08515	ng/g	ug/g	ng/g	PCB-105	"3,51"	"3,51"		ng/g	"3,51"	>LOQ
20/2087	Sild		NR-2020-08515	ng/g	ug/g	ng/g	PCB-114	"0,185"	"0,185"		ng/g	"0,185"	>LOQ
20/2087	Sild		NR-2020-08515	ng/g	ug/g	ng/g	PCB-118	"8,06"	"8,06"		ng/g	"8,06"	>LOQ
20/2087	Sild		NR-2020-08515	ng/g	ug/g	ng/g	PCB-122	"0,147"	"0,147"		ng/g	"0,147"	>LOQ
20/2087	Sild		NR-2020-08515	ng/g	ug/g	ng/g	PCB-123	"0,167"	"0,167"		ng/g	"0,167"	>LOQ
20/2087	Sild		NR-2020-08515	ng/g	ug/g	ng/g	Sum-PenCB	"51,9"	"51,9"		ng/g	"51,9"	>LOQ
20/2087	Sild		NR-2020-08515	ng/g	ug/g	ng/g	PCB-128	"3,15"	"3,15"		ng/g	"3,15"	>LOQ
20/2087	Sild		NR-2020-08515	ng/g	ug/g	ng/g	PCB-138	"13,6"	"13,6"		ng/g	"13,6"	>LOQ
20/2087	Sild		NR-2020-08515	ng/g	ug/g	ng/g	PCB-141	"0,998"	"0,998"		ng/g	"0,998"	>LOQ
20/2087	Sild		NR-2020-08515	ng/g	ug/g	ng/g	PCB-149	"8,91"	"8,91"		ng/g	"8,91"	>LOQ
20/2087	Sild		NR-2020-08515	ng/g	ug/g	ng/g	PCB-153	"16,3"	"16,3"		ng/g	"16,3"	>LOQ
20/2087	Sild		NR-2020-08515	ng/g	ug/g	ng/g	PCB-156	"0,753"	"0,753"		ng/g	"0,753"	>LOQ
20/2087	Sild		NR-2020-08515	ng/g	ug/g	ng/g	PCB-157	"0,182"	"0,182"		ng/g	"0,182"	>LOQ
20/2087	Sild		NR-2020-08515	ng/g	ug/g	ng/g	PCB-167	"0,435"	"0,435"		ng/g	"0,435"	>LOQ
20/2087	Sild		NR-2020-08515	ng/g	ug/g	ng/g	Sum-HexCB	"38,4"	"38,4"		ng/g	"38,4"	>LOQ
20/2087	Sild		NR-2020-08515	ng/g	ug/g	ng/g	PCB-170	"0,194"	"0,194"		ng/g	"0,194"	>LOQ
20/2087	Sild		NR-2020-08515	ng/g	ug/g	ng/g	PCB-180	"2,84"	"2,84"		ng/g	"2,84"	>LOQ
20/2087	Sild		NR-2020-08515	ng/g	ug/g	ng/g	PCB-183	"1,37"	"1,37"		ng/g	"1,37"	>LOQ
20/2087	Sild		NR-2020-08515	ng/g	ug/g	ng/g	PCB-187	"6,09"	"6,09"		ng/g	"6,09"	>LOQ
20/2087	Sild		NR-2020-08515	ng/g	ug/g	ng/g	PCB-189	"0,0532"	"0,0532"		ng/g	"0,0532"	>LOQ
20/2087	Sild		NR-2020-08515	ng/g	ug/g	ng/g	Sum-HepCB	"14,0"	"14,0"		ng/g	"14,0"	>LOQ
20/2087	Sild		NR-2020-08515	ng/g	ug/g	ng/g	PCB-194	"0,279"	"0,279"		ng/g	"0,279"	>LOQ
20/2087	Sild		NR-2020-08515	ng/g	ug/g	ng/g	PCB-206	"0,189"	"0,189"		ng/g	"0,189"	>LOQ
20/2087	Sild		NR-2020-08515	ng/g	ug/g	ng/g	PCB-209	"0,0653"	"0,0653"		ng/g	"0,0653"	>LOQ
20/2087	Sild		NR-2020-08515	ng/g	ug/g	ng/g	Sum 7 PCB	"55,9"	"55,9"		ng/g	"55,9"	>LOQ
20/2087	Sild		NR-2020-08515	ng/g	ug/g	ng/g	Sum all PCB	134	134		ng/g	134	>LOQ
20/2087	Sild		NR-2020-08515	ng/g	ug/g	ng/g	TBA	"0,00661"	"0,00661"		ng/g	"0,00661"	>LOQ
20/2087	Sild		NR-2020-08515	ng/g	ug/g	ng/g	PBDE-17	"-0,00289"		"0,00289"	ng/g	"0,00145"	ND
20/2087	Sild		NR-2020-08515	ng/g	ug/g	ng/g	PBDE-28	"0,0151"	"0,0151"		ng/g	"0,0151"	>LOQ
20/2087	Sild		NR-2020-08515	ng/g	ug/g	ng/g	PBDE-47	"1,06"	"1,06"		ng/g	"1,06"	>LOQ
20/2087	Sild		NR-2020-08515	ng/g	ug/g	ng/g	PBDE-49	"0,346"	"0,346"		ng/g	"0,346"	>LOQ
20/2087	Sild		NR-2020-08515	ng/g	ug/g	ng/g	PBDE-66	"0,0157"	"0,0157"		ng/g	"0,0157"	>LOQ
20/2087	Sild		NR-2020-08515	ng/g	ug/g	ng/g	PBDE-71	"-0,00172"		"0,00172"	ng/g	"0,000860"	ND
20/2087	Sild		NR-2020-08515	ng/g	ug/g	ng/g	PBDE-77	"-0,00169"		"0,00169"	ng/g	"0,000845"	ND
20/2087	Sild		NR-2020-08515	ng/g	ug/g	ng/g	PBDE-85	"-0,00198"		"0,00198"	ng/g	"0,000990"	ND
20/2087	Sild		NR-2020-08515	ng/g	ug/g	ng/g	PBDE-99	"0,0907"	"0,0907"		ng/g	"0,0907"	>LOQ
20/2087	Sild		NR-2020-08515	ng/g	ug/g	ng/g	PBDE-100	"0,182"	"0,182"		ng/g	"0,182"	>LOQ
20/2087	Sild		NR-2020-08515	ng/g	ug/g	ng/g	PBDE-119	"0,00559"	"0,00559"		ng/g	"0,00559"	>LOQ
20/2087	Sild		NR-2020-08515	ng/g	ug/g	ng/g	PBDE-126	"-0,00150"		"0,00150"	ng/g	"0,000750"	ND
20/2087	Sild		NR-2020-08515	ng/g	ug/g	ng/g	PBDE-138	"-0,00548"		"0,00548"	ng/g	"0,00274"	ND
20/2087	Sild		NR-2020-08515	ng/g	ug/g	ng/g	PBDE-153	"0,0135"	"0,0135"		ng/g	"0,0135"	>LOQ
20/2087	Sild		NR-2020-08515	ng/g	ug/g	ng/g	PBDE-154	"0,0315"	"0,0315"		ng/g	"0,0315"	>LOQ
20/2087	Sild		NR-2020-08515	ng/g	ug/g	ng/g	PBDE-156	"-0,00842"		"0,00842"	ng/g	"0,00421"	ND
20/2087	Sild		NR-2020-08515	ng/g	ug/g	ng/g	PBDE-183	"-0,00361"		"0,00361"	ng/g	"0,00181"	ND
20/2087	Sild		NR-2020-08515	ng/g	ug/g	ng/g	PBDE-184	"-0,00344"		"0,00344"	ng/g	"0,00172"	ND
20/2087	Sild		NR-2020-08515	ng/g	ug/g	ng/g	PBDE-191	"-0,00483"		"0,00483"	ng/g	"0,00242"	ND
20/2087	Sild		NR-2020-08515	ng/g	ug/g	ng/g	PBDE-196	"-0,00665"		"0,00665"	ng/g	"0,00333"	ND
20/2087	Sild		NR-2020-08515	ng/g	ug/g	ng/g	PBDE-197	"-0,00520"		"0,00520"	ng/g	"0,00260"	ND
20/2087	Sild		NR-2020-08515	ng/g	ug/g	ng/g	PBDE-202	"-0,00784"		"0,00784"	ng/g	"0,00392"	ND
20/2087	Sild		NR-2020-08515	ng/g	ug/g	ng/g	PBDE-206	"-0,0217"		"0,0217"	ng/g	"0,0109"	ND
20/2087	Sild		NR-2020-08515	ng/g	ug/g	ng/g	PBDE-207	"-0,0137"		"0,0137"	ng/g	"0,00685"	ND
20/2087	Sild		NR-2020-08515	ng/g	ug/g	ng/g	PBDE-209	"-0,183"		"0,183"	ng/g	"0,0915"	ND
20/2087	Sild		NR-2020-08515	ng/g	ug/g	ng/g	ATE (TBP-AE)	"-0,0170"		"0,0170"	ng/g	"0,00850"	ND
20/2087	Sild		NR-2020-08515	ng/g	ug/g	ng/g	a-TBECH	"-0,0984"		"0,0984"	ng/g	"0,0492"	ND
20/2087	Sild		NR-2020-08515	ng/g	ug/g	ng/g	b-TBECH	"-0,0673"		"0,0673"	ng/g	"0,0336"	ND
20/2087	Sild		NR-2020-08515	ng/g	ug/g	ng/g	g/d-TBECH	"-0,0286"		"0,0286"	ng/g	"0,0143"	ND
20/2087	Sild		NR-2020-08515	ng/g	ug/g	ng/g	BATE	"-0,0102"		"0,0102"	ng/g	"0,00510"	ND
20/2087	Sild		NR-2020-08515	ng/g	ug/g	ng/g	PBT	"-0,0148"		"0,0148"	ng/g	"0,00740"	ND
20/2087	Sild		NR-2020-08515	ng/g	ug/g	ng/g	PBEB	"-0,00807"		"0,00807"	ng/g	"0,00404"	ND
20/2087	Sild		NR-2020-08515	ng/g	ug/g	ng/g	PBBZ	"-0,123"		"0,123"	ng/g	"0,0615"	ND
20/2087	Sild		NR-2020-08515	ng/g	ug/g	ng/g	HBB	"-0,0480"		"0,0480"	ng/g	"0,0240"	ND
20/2087	Sild		NR-2020-08515	ng/g	ug/g	ng/g	DPTE	"-0,00632"		"0,00632"	ng/g	"0,00316"	ND
20/2087	Sild		NR-2020-08515	ng/g	ug/g	ng/g	EHTBB	"-0,0704"		"0,0704"	ng/g	"0,0352"	ND
20/2087	Sild		NR-2020-08515	ng/g	ug/g	ng/g	BTBPE	"-0,0237"		"0,0237"	ng/g	"0,0119"	ND
20/2087	Sild		NR-2020-08515	ng/g	ug/g	ng/g	TBPH (BEH /TBP)	"-0,314"		"0,314"	ng/g	"0,157"	ND
20/2087	Sild		NR-2020-08515	ng/g	ug/g	ng/g	DBDPE	"-6,87"		"6,87"	ng/g	"3,43"	ND
20/2087	Sild		NR-2020-08515	ng/g	ug/g	ng/g	SCCP	"7,00"	"7,00"		ng/g	"7,00"	>LOQ
20/2087	Sild		NR-2020-08515	ng/g	ug/g	ng/g	MCCP	"5,07"	"5,07"		ng/g	"5,07"	>LOQ
20/2087	Sild		NR-2020-08515	ng/g	ug/g	ng/g	"4,4-bis-A"	"-11,0"		"11,0"	ng/g	"5,50"	ND
20/2087	Sild		NR-2020-08515	ng/g	ug/g	ng/g	"2,4-bis-A"	"-1,30"		"1,30"	ng/g	"0,650"	ND
20/2087	Sild		NR-2020-08515	ng/g	ug/g	ng/g	Bis-FL	"-3,30"		"3,30"	ng/g	"1,65"	ND
20/2087	Sild		NR-2020-08515	ng/g	ug/g	ng/g	Bis-B	"-2,70"		"2,70"	ng/g	"1,35"	ND
20/2087	Sild		NR-2020-08515	ng/g	ug/g	ng/g	Bis-E	"-1,90"		"1,90"	ng/g	"0,950"	ND
20/2087	Sild		NR-2020-08515	ng/g	ug/g	ng/g	"4,4-bis-S"	"-20,0"		"20,0"	ng/g	"10,0"	ND
20/2087	Sild		NR-2020-08515	ng/g	ug/g	ng/g	"2,4-bis-S"	"-0,500"		"0,500"	ng/g	"0,250"	ND
20/2087	Sild		NR-2020-08515	ng/g	ug/g	ng/g	"4,4-bis-F"	"-5,20"		"5,20"	ng/g	"2,60"	ND
20/2087	Sild		NR-2020-08515	ng/g	ug/g	ng/g	"2,4-bis-F"	"-9,60"		"9,60"	ng/g	"4,80"	ND
20/2087	Sild		NR-2020-08515	ng/g	ug/g	ng/g	"2,2-bis-F"	"-0,500"		"0,500"	ng/g	"0,250"	ND
20/2087	Sild		NR-2020-08515	ng/g	ug/g	ng/g	bis-M	"-0,800"		"0,800"	ng/g	"0,400"	ND
20/2087	Sild		NR-2020-08515	ng/g	ug/g	ng/g	bis-Z	"-3,70"		"3,70"	ng/g	"1,85"	ND
20/2087	Sild		NR-2020-08515	ng/g	ug/g	ng/g	bis-AF	"-5,00"		"5,00"	ng/g	"2,50"	ND
20/2087	Sild		NR-2020-08515	ng/g	ug/g	ng/g	bis-AP	"-1,90"		"1,90"	ng/g	"0,950"	ND
20/2087	Sild		NR-2020-08515	ng/g	ug/g	ng/g	TBBPA	"-4,50"		"4,50"	ng/g	"2,25"	ND
20/2087	Sild		NR-2020-08515	ng/g	ug/g	ng/g	4-tert-octylphenol	"-3,20"		"3,20"	ng/g	"1,60"	ND
20/2087	Sild		NR-2020-08515	ng/g	ug/g	ng/g	4-octylphenol	"-5,10"		"5,10"	ng/g	"2,55"	ND
20/2087	Sild		NR-2020-08515	ng/g	ug/g	ng/g	4-nonylphenol	"-7,00"		"7,00"	ng/g	"3,50"	ND
20/2087	Sild		NR-2020-08515	ng/g	ug/g	ng/g	AO Mb1	"-19,0"		"19,0"	ng/g	"9,50"	ND
20/2087	Sild		NR-2020-08515	ng/g	ug/g	ng/g	D4	"-5,09"		"5,09"	ng/g	"2,55"	ND
20/2087	Sild		NR-2020-08515	ng/g	ug/g	ng/g	D5	178	178		ng/g	178	>LOQ
20/2087	Sild		NR-2020-08515	ng/g	ug/g	ng/g	D6	"5,61"	"5,61"		ng/g	"5,61"	>LOQ
20/2087	Sild		NR-2020-08515	ng/g	ug/g	ng/g	M3T	"0,671"	"0,671"		ng/g	"0,671"	>LOQ
20/2087	Sild		NR-2020-08515	ng/g	ug/g	ng/g	52  Cr  [ He ]	"0,0155"	"0,0155"		ug/g	"0,0155"	>LOQ
20/2087	Sild		NR-2020-08515	ng/g	ug/g	ng/g	56  Fe  [ He ]	"10,9"	"10,9"		ug/g	"10,9"	>LOQ
20/2087	Sild		NR-2020-08515	ng/g	ug/g	ng/g	60  Ni  [ He ]	"0,0156"	"0,0156"		ug/g	"0,0156"	>LOQ
20/2087	Sild		NR-2020-08515	ng/g	ug/g	ng/g	63  Cu  [ He ]	"0,741"	"0,741"		ug/g	"0,741"	>LOQ
20/2087	Sild		NR-2020-08515	ng/g	ug/g	ng/g	66  Zn  [ He ]	"7,14"	"7,14"		ug/g	"7,14"	>LOQ
20/2087	Sild		NR-2020-08515	ng/g	ug/g	ng/g	75  As  [ He ]	"3,70"	"3,70"		ug/g	"3,70"	>LOQ
20/2087	Sild		NR-2020-08515	ng/g	ug/g	ng/g	107  Ag  [ No Gas ]	"-0,000258"		"0,000258"	ug/g	"0,000129"	ND
20/2087	Sild		NR-2020-08515	ng/g	ug/g	ng/g	111  Cd  [ No Gas ]	"0,00107"	"0,00107"		ug/g	"0,00107"	>LOQ
20/2087	Sild		NR-2020-08515	ng/g	ug/g	ng/g	121  Sb  [ No Gas ]	"0,000302"	"0,000302"		ug/g	"0,000302"	>LOQ
20/2087	Sild		NR-2020-08515	ng/g	ug/g	ng/g	208  Pb  [ No Gas ]	"0,000719"	"0,000719"		ug/g	"0,000719"	>LOQ
20/2087	Sild		NR-2020-08515	ng/g	ug/g	ng/g	202  Hg  [ No Gas ]	137	137		ng/g	137	>LOQ
20/2088	"Torsk, lever"		NR-2020-08402	ng/g	ug/g	ng/g	Fettprosent	"21,3"	"21,3"			"21,3"	>LOQ
20/2088	"Torsk, lever"		NR-2020-08402	ng/g	ug/g	ng/g	PeCB	"0,992"	"0,992"		ng/g	"0,992"	>LOQ
20/2088	"Torsk, lever"		NR-2020-08402	ng/g	ug/g	ng/g	HCB	"8,50"	"8,50"		ng/g	"8,50"	>LOQ
20/2088	"Torsk, lever"		NR-2020-08402	ng/g	ug/g	ng/g	PCB-18	"0,990"	"0,990"		ng/g	"0,990"	>LOQ
20/2088	"Torsk, lever"		NR-2020-08402	ng/g	ug/g	ng/g	PCB-28	"10,1"	"10,1"		ng/g	"10,1"	>LOQ
20/2088	"Torsk, lever"		NR-2020-08402	ng/g	ug/g	ng/g	PCB-31	"3,65"	"3,65"		ng/g	"3,65"	>LOQ
20/2088	"Torsk, lever"		NR-2020-08402	ng/g	ug/g	ng/g	PCB-33	"0,427"	"0,427"		ng/g	"0,427"	>LOQ
20/2088	"Torsk, lever"		NR-2020-08402	ng/g	ug/g	ng/g	PCB-37	"0,0899"	"0,0899"		ng/g	"0,0899"	>LOQ
20/2088	"Torsk, lever"		NR-2020-08402	ng/g	ug/g	ng/g	Sum-TriCB	"24,6"	"24,6"		ng/g	"24,6"	>LOQ
20/2088	"Torsk, lever"		NR-2020-08402	ng/g	ug/g	ng/g	PCB-47	"38,7"	"38,7"		ng/g	"38,7"	>LOQ
20/2088	"Torsk, lever"		NR-2020-08402	ng/g	ug/g	ng/g	PCB-52	"60,5"	"60,5"		ng/g	"60,5"	>LOQ
20/2088	"Torsk, lever"		NR-2020-08402	ng/g	ug/g	ng/g	PCB-66	"65,9"	"65,9"		ng/g	"65,9"	>LOQ
20/2088	"Torsk, lever"		NR-2020-08402	ng/g	ug/g	ng/g	PCB-74	"42,3"	"42,3"		ng/g	"42,3"	>LOQ
20/2088	"Torsk, lever"		NR-2020-08402	ng/g	ug/g	ng/g	Sum-TetCB	353	353		ng/g	353	>LOQ
20/2088	"Torsk, lever"		NR-2020-08402	ng/g	ug/g	ng/g	PCB-99	169	169		ng/g	169	>LOQ
20/2088	"Torsk, lever"		NR-2020-08402	ng/g	ug/g	ng/g	PCB-101	161	161		ng/g	161	>LOQ
20/2088	"Torsk, lever"		NR-2020-08402	ng/g	ug/g	ng/g	PCB-105	"75,0"	"75,0"		ng/g	"75,0"	>LOQ
20/2088	"Torsk, lever"		NR-2020-08402	ng/g	ug/g	ng/g	PCB-114	"3,90"	"3,90"		ng/g	"3,90"	>LOQ
20/2088	"Torsk, lever"		NR-2020-08402	ng/g	ug/g	ng/g	PCB-118	186	186		ng/g	186	>LOQ
20/2088	"Torsk, lever"		NR-2020-08402	ng/g	ug/g	ng/g	PCB-122	"1,34"	"1,34"		ng/g	"1,34"	>LOQ
20/2088	"Torsk, lever"		NR-2020-08402	ng/g	ug/g	ng/g	PCB-123	"3,52"	"3,52"		ng/g	"3,52"	>LOQ
20/2088	"Torsk, lever"		NR-2020-08402	ng/g	ug/g	ng/g	Sum-PenCB	933	933		ng/g	933	>LOQ
20/2088	"Torsk, lever"		NR-2020-08402	ng/g	ug/g	ng/g	PCB-128	"58,0"	"58,0"		ng/g	"58,0"	>LOQ
20/2088	"Torsk, lever"		NR-2020-08402	ng/g	ug/g	ng/g	PCB-138	362	362		ng/g	362	>LOQ
20/2088	"Torsk, lever"		NR-2020-08402	ng/g	ug/g	ng/g	PCB-141	"15,6"	"15,6"		ng/g	"15,6"	>LOQ
20/2088	"Torsk, lever"		NR-2020-08402	ng/g	ug/g	ng/g	PCB-149	123	123		ng/g	123	>LOQ
20/2088	"Torsk, lever"		NR-2020-08402	ng/g	ug/g	ng/g	PCB-153	524	524		ng/g	524	>LOQ
20/2088	"Torsk, lever"		NR-2020-08402	ng/g	ug/g	ng/g	PCB-156	"17,4"	"17,4"		ng/g	"17,4"	>LOQ
20/2088	"Torsk, lever"		NR-2020-08402	ng/g	ug/g	ng/g	PCB-157	"5,43"	"5,43"		ng/g	"5,43"	>LOQ
20/2088	"Torsk, lever"		NR-2020-08402	ng/g	ug/g	ng/g	PCB-167	"15,1"	"15,1"		ng/g	"15,1"	>LOQ
20/2088	"Torsk, lever"		NR-2020-08402	ng/g	ug/g	ng/g	Sum-HexCB	855	855		ng/g	855	>LOQ
20/2088	"Torsk, lever"		NR-2020-08402	ng/g	ug/g	ng/g	PCB-170	"32,8"	"32,8"		ng/g	"32,8"	>LOQ
20/2088	"Torsk, lever"		NR-2020-08402	ng/g	ug/g	ng/g	PCB-180	"88,5"	"88,5"		ng/g	"88,5"	>LOQ
20/2088	"Torsk, lever"		NR-2020-08402	ng/g	ug/g	ng/g	PCB-183	"37,6"	"37,6"		ng/g	"37,6"	>LOQ
20/2088	"Torsk, lever"		NR-2020-08402	ng/g	ug/g	ng/g	PCB-187	"84,3"	"84,3"		ng/g	"84,3"	>LOQ
20/2088	"Torsk, lever"		NR-2020-08402	ng/g	ug/g	ng/g	PCB-189	"2,37"	"2,37"		ng/g	"2,37"	>LOQ
20/2088	"Torsk, lever"		NR-2020-08402	ng/g	ug/g	ng/g	Sum-HepCB	329	329		ng/g	329	>LOQ
20/2088	"Torsk, lever"		NR-2020-08402	ng/g	ug/g	ng/g	PCB-194	"13,8"	"13,8"		ng/g	"13,8"	>LOQ
20/2088	"Torsk, lever"		NR-2020-08402	ng/g	ug/g	ng/g	PCB-206	"9,27"	"9,27"		ng/g	"9,27"	>LOQ
20/2088	"Torsk, lever"		NR-2020-08402	ng/g	ug/g	ng/g	PCB-209	"2,16"	"2,16"		ng/g	"2,16"	>LOQ
20/2088	"Torsk, lever"		NR-2020-08402	ng/g	ug/g	ng/g	Sum 7 PCB	1390	1390		ng/g	1390	>LOQ
20/2088	"Torsk, lever"		NR-2020-08402	ng/g	ug/g	ng/g	Sum all PCB	2520	2520		ng/g	2520	>LOQ
20/2088	"Torsk, lever"		NR-2020-08402	ng/g	ug/g	ng/g	TBA	"-0,0564"		"0,0564"	ng/g	"0,0282"	ND
20/2088	"Torsk, lever"		NR-2020-08402	ng/g	ug/g	ng/g	PBDE-17	"0,0682"	"0,0682"		ng/g	"0,0682"	>LOQ
20/2088	"Torsk, lever"		NR-2020-08402	ng/g	ug/g	ng/g	PBDE-28	"0,340"	"0,340"		ng/g	"0,340"	>LOQ
20/2088	"Torsk, lever"		NR-2020-08402	ng/g	ug/g	ng/g	PBDE-47	"20,3"	"20,3"		ng/g	"20,3"	>LOQ
20/2088	"Torsk, lever"		NR-2020-08402	ng/g	ug/g	ng/g	PBDE-49	"6,06"	"6,06"		ng/g	"6,06"	>LOQ
20/2088	"Torsk, lever"		NR-2020-08402	ng/g	ug/g	ng/g	PBDE-66	"-0,0220"		"0,0220"	ng/g	"0,0110"	ND
20/2088	"Torsk, lever"		NR-2020-08402	ng/g	ug/g	ng/g	PBDE-71	"-0,0172"		"0,0172"	ng/g	"0,00860"	ND
20/2088	"Torsk, lever"		NR-2020-08402	ng/g	ug/g	ng/g	PBDE-77	"0,0253"	"0,0253"		ng/g	"0,0253"	>LOQ
20/2088	"Torsk, lever"		NR-2020-08402	ng/g	ug/g	ng/g	PBDE-85	"-0,0198"		"0,0198"	ng/g	"0,00990"	ND
20/2088	"Torsk, lever"		NR-2020-08402	ng/g	ug/g	ng/g	PBDE-99	"0,822"	"0,822"		ng/g	"0,822"	>LOQ
20/2088	"Torsk, lever"		NR-2020-08402	ng/g	ug/g	ng/g	PBDE-100	"5,24"	"5,24"		ng/g	"5,24"	>LOQ
20/2088	"Torsk, lever"		NR-2020-08402	ng/g	ug/g	ng/g	PBDE-119	"0,117"	"0,117"		ng/g	"0,117"	>LOQ
20/2088	"Torsk, lever"		NR-2020-08402	ng/g	ug/g	ng/g	PBDE-126	"-0,0150"		"0,0150"	ng/g	"0,00750"	ND
20/2088	"Torsk, lever"		NR-2020-08402	ng/g	ug/g	ng/g	PBDE-138	"0,125"	"0,125"		ng/g	"0,125"	>LOQ
20/2088	"Torsk, lever"		NR-2020-08402	ng/g	ug/g	ng/g	PBDE-153	"0,106"	"0,106"		ng/g	"0,106"	>LOQ
20/2088	"Torsk, lever"		NR-2020-08402	ng/g	ug/g	ng/g	PBDE-154	"0,929"	"0,929"		ng/g	"0,929"	>LOQ
20/2088	"Torsk, lever"		NR-2020-08402	ng/g	ug/g	ng/g	PBDE-156	"-0,0842"		"0,0842"	ng/g	"0,0421"	ND
20/2088	"Torsk, lever"		NR-2020-08402	ng/g	ug/g	ng/g	PBDE-183	"-0,0361"		"0,0361"	ng/g	"0,0181"	ND
20/2088	"Torsk, lever"		NR-2020-08402	ng/g	ug/g	ng/g	PBDE-184	"-0,0344"		"0,0344"	ng/g	"0,0172"	ND
20/2088	"Torsk, lever"		NR-2020-08402	ng/g	ug/g	ng/g	PBDE-191	"-0,0483"		"0,0483"	ng/g	"0,0242"	ND
20/2088	"Torsk, lever"		NR-2020-08402	ng/g	ug/g	ng/g	PBDE-196	"-0,0665"		"0,0665"	ng/g	"0,0333"	ND
20/2088	"Torsk, lever"		NR-2020-08402	ng/g	ug/g	ng/g	PBDE-197	"-0,0520"		"0,0520"	ng/g	"0,0260"	ND
20/2088	"Torsk, lever"		NR-2020-08402	ng/g	ug/g	ng/g	PBDE-202	"-0,0779"		"0,0779"	ng/g	"0,0390"	ND
20/2088	"Torsk, lever"		NR-2020-08402	ng/g	ug/g	ng/g	PBDE-206	"-0,217"		"0,217"	ng/g	"0,108"	ND
20/2088	"Torsk, lever"		NR-2020-08402	ng/g	ug/g	ng/g	PBDE-207	"-0,137"		"0,137"	ng/g	"0,0685"	ND
20/2088	"Torsk, lever"		NR-2020-08402	ng/g	ug/g	ng/g	PBDE-209	"-1,83"		"1,83"	ng/g	"0,915"	ND
20/2088	"Torsk, lever"		NR-2020-08402	ng/g	ug/g	ng/g	ATE (TBP-AE)	"-0,0658"		"0,0658"	ng/g	"0,0329"	ND
20/2088	"Torsk, lever"		NR-2020-08402	ng/g	ug/g	ng/g	a-TBECH	"-0,520"		"0,520"	ng/g	"0,260"	ND
20/2088	"Torsk, lever"		NR-2020-08402	ng/g	ug/g	ng/g	b-TBECH	"-0,384"		"0,384"	ng/g	"0,192"	ND
20/2088	"Torsk, lever"		NR-2020-08402	ng/g	ug/g	ng/g	g/d-TBECH	"-0,214"		"0,214"	ng/g	"0,107"	ND
20/2088	"Torsk, lever"		NR-2020-08402	ng/g	ug/g	ng/g	BATE	"-0,0735"		"0,0735"	ng/g	"0,0368"	ND
20/2088	"Torsk, lever"		NR-2020-08402	ng/g	ug/g	ng/g	PBT	"-0,148"		"0,148"	ng/g	"0,0740"	ND
20/2088	"Torsk, lever"		NR-2020-08402	ng/g	ug/g	ng/g	PBEB	"-0,0807"		"0,0807"	ng/g	"0,0404"	ND
20/2088	"Torsk, lever"		NR-2020-08402	ng/g	ug/g	ng/g	PBBZ	"-1,23"		"1,23"	ng/g	"0,615"	ND
20/2088	"Torsk, lever"		NR-2020-08402	ng/g	ug/g	ng/g	HBB	"-0,480"		"0,480"	ng/g	"0,240"	ND
20/2088	"Torsk, lever"		NR-2020-08402	ng/g	ug/g	ng/g	DPTE	"-0,0632"		"0,0632"	ng/g	"0,0316"	ND
20/2088	"Torsk, lever"		NR-2020-08402	ng/g	ug/g	ng/g	EHTBB	"-0,0910"		"0,0910"	ng/g	"0,0455"	ND
20/2088	"Torsk, lever"		NR-2020-08402	ng/g	ug/g	ng/g	BTBPE	"-0,146"		"0,146"	ng/g	"0,0730"	ND
20/2088	"Torsk, lever"		NR-2020-08402	ng/g	ug/g	ng/g	TBPH (BEH /TBP)	"-0,353"		"0,353"	ng/g	"0,176"	ND
20/2088	"Torsk, lever"		NR-2020-08402	ng/g	ug/g	ng/g	DBDPE	"-68,7"		"68,7"	ng/g	"34,3"	ND
20/2088	"Torsk, lever"		NR-2020-08402	ng/g	ug/g	ng/g	SCCP	-101		101	ng/g	"50,6"	ND
20/2088	"Torsk, lever"		NR-2020-08402	ng/g	ug/g	ng/g	MCCP	"-19,7"		"19,7"	ng/g	"9,86"	ND
20/2088	"Torsk, lever"		NR-2020-08402	ng/g	ug/g	ng/g	"4,4-bis-A"	"-11,0"		"11,0"	ng/g	"5,50"	ND
